Region,Confirmed,Recovered,Deceased
Afghanistan,55646.0,48967.0,2435.0
Albania,102306.0,65403.0,1696.0
Algeria,112279.0,77382.0,2967.0
Andorra,10739.0,10285.0,110.0
Angola,20584.0,19207.0,500.0
Antigua and Barbuda,636.0,233.0,14.0
Argentina,2077228.0,1877898.0,51510.0
Armenia,170672.0,162329.0,3171.0
Australia,28939.0,22892.0,909.0
Austria,448371.0,423014.0,8434.0
Azerbaijan,233424.0,228012.0,3204.0
Bahamas,8477.0,7231.0,179.0
Bahrain,119205.0,111691.0,433.0
Bangladesh,544116.0,492887.0,8374.0
Barbados,2852.0,2063.0,31.0
Belarus,280428.0,270289.0,1930.0
Belgium,757696.0,31130.0,21956.0
Belize,12264.0,11799.0,314.0
Benin,5434.0,4248.0,70.0
Bhutan,867.0,862.0,1.0
Bolivia,244380.0,188645.0,11508.0
Bosnia and Herzegovina,129176.0,113688.0,5034.0
Botswana,27721.0,22773.0,300.0
Brazil,10269248.0,9189903.0,248790.0
Brunei,185.0,178.0,3.0
Bulgaria,240391.0,201500.0,9978.0
Burkina Faso,11868.0,11293.0,141.0
Burma,141783.0,131358.0,3197.0
Burundi,2041.0,773.0,3.0
Cabo Verde,15089.0,14608.0,144.0
Cambodia,633.0,476.0,0.0
Cameroon,33749.0,31362.0,523.0
Canada,856061.0,805428.0,22272.0
Central African Republic,5001.0,4920.0,63.0
Chad,3882.0,3368.0,136.0
Chile,805317.0,763904.0,20151.0
China,100808.0,95332.0,4833.0
Colombia,2233589.0,2129491.0,59118.0
Comoros,3522.0,3175.0,144.0
Congo (Brazzaville),8625.0,7019.0,127.0
Congo (Kinshasa),25144.0,16135.0,700.0
Costa Rica,203097.0,173591.0,2785.0
Cote d'Ivoire,32124.0,31096.0,188.0
Croatia,240360.0,232697.0,5462.0
Cuba,46197.0,40979.0,304.0
Cyprus,33902.0,2057.0,231.0
Czech Republic,1168491.0,1028131.0,19537.0
Denmark,209244.0,200948.0,2344.0
Diamond Princess,712.0,699.0,13.0
Djibouti,6052.0,5881.0,63.0
