Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,27882.0,7962.0,552.0
Albania,1838.0,1114.0,42.0
Algeria,11504.0,8196.0,825.0
Andorra,855.0,792.0,52.0
Angola,172.0,66.0,8.0
Antigua and Barbuda,26.0,22.0,3.0
Argentina,39570.0,11851.0,979.0
Armenia,19157.0,8266.0,319.0
Australia,7411.0,6881.0,102.0
Austria,17271.0,16141.0,688.0
Azerbaijan,11767.0,6325.0,143.0
Bahamas,104.0,74.0,11.0
Bahrain,20916.0,15287.0,57.0
Bangladesh,105535.0,42945.0,1388.0
Barbados,97.0,85.0,7.0
Belarus,57333.0,35275.0,337.0
Belgium,60476.0,16751.0,9695.0
Belize,22.0,17.0,2.0
Benin,650.0,247.0,11.0
Bhutan,68.0,28.0,0.0
Bolivia,22476.0,4670.0,715.0
Bosnia and Herzegovina,3273.0,2241.0,169.0
Botswana,89.0,25.0,1.0
Brazil,1032913.0,551631.0,48954.0
Brunei,141.0,138.0,3.0
Bulgaria,3755.0,2008.0,193.0
Burkina Faso,900.0,810.0,53.0
Burma,286.0,192.0,6.0
Burundi,104.0,75.0,1.0
Cabo Verde,848.0,377.0,8.0
Cambodia,129.0,126.0,0.0
Cameroon,10638.0,7548.0,282.0
Canada,102314.0,64318.0,8408.0
Central African Republic,2605.0,417.0,19.0
Chad,858.0,742.0,74.0
Chile,231393.0,191491.0,4093.0
China,84494.0,79515.0,4638.0
Colombia,63276.0,22726.0,2045.0
Comoros,210.0,129.0,5.0
Congo (Brazzaville),883.0,391.0,27.0
Congo (Kinshasa),5477.0,719.0,122.0
Costa Rica,2058.0,982.0,12.0
Cote d'Ivoire,6874.0,2942.0,49.0
Croatia,2280.0,2142.0,107.0
Cuba,2305.0,2037.0,85.0
Cyprus,985.0,818.0,19.0
Czech Republic,10406.0,7473.0,335.0
Denmark,12591.0,11482.0,600.0
Diamond Princess,712.0,651.0,13.0
Djibouti,4565.0,3565.0,45.0
Dominica,18.0,18.0,0.0
Dominican Republic,25068.0,14605.0,647.0
Ecuador,49731.0,24446.0,4156.0
Egypt,52211.0,13928.0,2017.0
El Salvador,4329.0,2310.0,86.0
Equatorial Guinea,1664.0,515.0,32.0
Eritrea,142.0,39.0,0.0
Estonia,1979.0,1755.0,69.0
Eswatini,623.0,276.0,4.0
Ethiopia,4070.0,1029.0,72.0
Fiji,18.0,18.0,0.0
Finland,7133.0,6200.0,326.0
France,199528.0,74241.0,29620.0
Gabon,4428.0,1750.0,34.0
Gambia,36.0,24.0,1.0
Georgia,896.0,741.0,14.0
Germany,190299.0,173972.0,8887.0
Ghana,13203.0,4548.0,70.0
Greece,3237.0,1374.0,189.0
Grenada,23.0,23.0,0.0
Guatemala,12509.0,2419.0,483.0
Guinea,4904.0,3522.0,27.0
Guinea-Bissau,1541.0,153.0,17.0
