Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,107.0,2.0,4.0
Albania,197.0,31.0,10.0
Algeria,454.0,31.0,29.0
Andorra,308.0,1.0,3.0
Angola,5.0,0.0,0.0
Antigua and Barbuda,7.0,0.0,0.0
Argentina,690.0,72.0,18.0
Armenia,407.0,30.0,1.0
Australia,3640.0,244.0,14.0
Austria,8271.0,225.0,68.0
Azerbaijan,182.0,15.0,4.0
Bahamas,10.0,1.0,0.0
Bahrain,476.0,265.0,4.0
Bangladesh,48.0,15.0,5.0
Barbados,26.0,0.0,0.0
Belarus,94.0,32.0,0.0
Belgium,9134.0,1063.0,353.0
Belize,2.0,0.0,0.0
Benin,6.0,0.0,0.0
Bhutan,3.0,0.0,0.0
Bolivia,74.0,0.0,0.0
Bosnia and Herzegovina,258.0,5.0,5.0
Brazil,3904.0,6.0,111.0
Brunei,120.0,25.0,1.0
Bulgaria,331.0,11.0,7.0
Burkina Faso,207.0,21.0,11.0
Burma,8.0,0.0,0.0
Cabo Verde,5.0,0.0,1.0
Cambodia,99.0,13.0,0.0
Cameroon,91.0,2.0,2.0
Canada,5576.0,466.0,82.0
Central African Republic,3.0,0.0,0.0
Chad,3.0,0.0,0.0
Chile,2015.0,61.0,6.0
China,81999.0,75100.0,3299.0
Colombia,608.0,10.0,6.0
Congo (Brazzaville),4.0,0.0,0.0
Congo (Kinshasa),65.0,2.0,6.0
Costa Rica,295.0,3.0,2.0
Cote d'Ivoire,101.0,3.0,0.0
Croatia,657.0,45.0,5.0
Cuba,119.0,4.0,3.0
Cyprus,179.0,15.0,5.0
Czech Republic,2631.0,11.0,11.0
Denmark,2366.0,57.0,65.0
Diamond Princess,712.0,597.0,10.0
Djibouti,14.0,0.0,0.0
Dominica,11.0,0.0,0.0
Dominican Republic,719.0,3.0,28.0
Ecuador,1823.0,3.0,48.0
Egypt,576.0,121.0,36.0
El Salvador,19.0,0.0,0.0
Equatorial Guinea,12.0,0.0,0.0
Eritrea,6.0,0.0,0.0
Estonia,645.0,20.0,1.0
Eswatini,9.0,0.0,0.0
