Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,37006.0,25903.0,1310.0
Albania,6151.0,3227.0,189.0
Algeria,34155.0,23667.0,1282.0
Andorra,955.0,839.0,52.0
Angola,1538.0,544.0,67.0
Antigua and Barbuda,92.0,76.0,3.0
Argentina,235677.0,103297.0,4411.0
Armenia,39985.0,32008.0,777.0
Australia,20698.0,11560.0,278.0
Austria,21837.0,19690.0,720.0
Azerbaijan,33376.0,29696.0,483.0
Bahamas,830.0,95.0,14.0
Bahrain,43307.0,40276.0,159.0
Bangladesh,252502.0,145584.0,3333.0
Barbados,138.0,100.0,7.0
Belarus,68614.0,64200.0,583.0
Belgium,72784.0,17728.0,9866.0
Belize,114.0,32.0,2.0
Benin,1936.0,1600.0,38.0
Bhutan,108.0,96.0,0.0
Bolivia,87891.0,28139.0,3524.0
Bosnia and Herzegovina,13687.0,7373.0,394.0
Botswana,804.0,63.0,2.0
Brazil,2962442.0,2272299.0,99572.0
Brunei,142.0,138.0,3.0
Bulgaria,13209.0,7622.0,442.0
Burkina Faso,1158.0,961.0,54.0
Burma,359.0,309.0,6.0
Burundi,400.0,304.0,1.0
Cabo Verde,2780.0,2042.0,29.0
Cambodia,246.0,215.0,0.0
Cameroon,17718.0,15320.0,391.0
Canada,120903.0,105128.0,9017.0
Central African Republic,4641.0,1716.0,59.0
Chad,942.0,838.0,76.0
Chile,368825.0,342168.0,9958.0
China,88580.0,81788.0,4681.0
Colombia,367204.0,198495.0,12250.0
Comoros,396.0,353.0,7.0
Congo (Brazzaville),3637.0,1589.0,58.0
Congo (Kinshasa),9355.0,8174.0,218.0
Costa Rica,22081.0,7266.0,218.0
Cote d'Ivoire,16524.0,12802.0,104.0
Croatia,5466.0,4758.0,155.0
Cuba,2829.0,2429.0,88.0
Cyprus,1222.0,856.0,19.0
Czech Republic,18060.0,12749.0,389.0
Denmark,14747.0,13046.0,617.0
Diamond Princess,712.0,651.0,13.0
Djibouti,5338.0,5083.0,59.0
Dominica,18.0,18.0,0.0
Dominican Republic,77709.0,41393.0,1259.0
Ecuador,91969.0,71463.0,5897.0
Egypt,95147.0,50553.0,4971.0
El Salvador,19544.0,9379.0,520.0
Equatorial Guinea,4821.0,2182.0,83.0
Eritrea,285.0,245.0,0.0
Estonia,2133.0,1956.0,63.0
Eswatini,3036.0,1476.0,56.0
Ethiopia,21452.0,9415.0,380.0
Fiji,27.0,18.0,1.0
Finland,7554.0,6980.0,331.0
France,237332.0,82968.0,30328.0
Gabon,7923.0,5704.0,51.0
Gambia,1090.0,146.0,19.0
Georgia,1213.0,994.0,17.0
Germany,216196.0,195935.0,9195.0
Ghana,40097.0,36638.0,206.0
Greece,5270.0,3804.0,210.0
Grenada,24.0,23.0,0.0
Guatemala,55270.0,43135.0,2168.0
Guinea,7777.0,6800.0,50.0
Guinea-Bissau,2032.0,944.0,27.0
Guyana,538.0,189.0,22.0
Haiti,7544.0,4893.0,171.0
Vatican City,12.0,12.0,0.0
Honduras,46365.0,6355.0,1465.0
Hungary,4621.0,3464.0,602.0
Iceland,1952.0,1833.0,10.0
India,2088611.0,1427005.0,42518.0
Indonesia,121226.0,77557.0,5593.0
Iran,322567.0,279724.0,18132.0
Iraq,144064.0,103197.0,5236.0
Ireland,26470.0,23364.0,1772.0
Israel,81727.0,58724.0,646.0
Italy,249756.0,201642.0,35190.0
Jamaica,987.0,745.0,13.0
Japan,45764.0,30241.0,1042.0
Jordan,1237.0,1178.0,11.0
Kazakhstan,107930.0,71609.0,1109.0
Kenya,25138.0,11118.0,413.0
South Korea,14562.0,13629.0,304.0
Kosovo,9869.0,5605.0,303.0
Kuwait,70727.0,62330.0,471.0
Kyrgyzstan,39162.0,30764.0,1451.0
Laos,20.0,19.0,0.0
Latvia,1281.0,1070.0,32.0
Lebanon,5951.0,2042.0,70.0
Lesotho,742.0,175.0,23.0
Liberia,1230.0,705.0,78.0
Libya,5079.0,660.0,108.0
Liechtenstein,89.0,85.0,1.0
Lithuania,2194.0,1658.0,81.0
Luxembourg,7113.0,5848.0,119.0
MS Zaandam,9.0,0.0,2.0
Madagascar,12708.0,10412.0,135.0
Malawi,4575.0,2184.0,137.0
Malaysia,9063.0,8728.0,125.0
Maldives,4769.0,2754.0,19.0
Mali,2561.0,1956.0,125.0
Malta,995.0,675.0,9.0
Mauritania,6498.0,5443.0,157.0
Mauritius,344.0,334.0,10.0
Mexico,469407.0,370098.0,51311.0
Moldova,26990.0,18918.0,835.0
Monaco,128.0,105.0,4.0
Mongolia,293.0,260.0,0.0
Montenegro,3549.0,2296.0,61.0
Morocco,30662.0,21548.0,461.0
Mozambique,2213.0,827.0,15.0
Namibia,2802.0,575.0,16.0
Nepal,22214.0,15814.0,70.0
Netherlands,58117.0,237.0,6174.0
New Zealand,1569.0,1524.0,22.0
Nicaragua,3902.0,2913.0,123.0
Niger,1153.0,1057.0,69.0
Nigeria,45687.0,32637.0,936.0
North Macedonia,11554.0,7607.0,519.0
Norway,9551.0,8857.0,256.0
Oman,81067.0,72263.0,502.0
Pakistan,282645.0,258099.0,6052.0
Panama,72560.0,46675.0,1591.0
Papua New Guinea,188.0,53.0,3.0
Paraguay,6508.0,5123.0,69.0
Peru,463875.0,314332.0,20649.0
Philippines,122754.0,66852.0,2168.0
Poland,50324.0,36041.0,1787.0
Portugal,52351.0,38087.0,1746.0
Qatar,112383.0,109142.0,180.0
Romania,59273.0,29289.0,2616.0
Russia,875378.0,682278.0,14698.0
Rwanda,2128.0,1297.0,5.0
Saint Kitts and Nevis,17.0,16.0,0.0
Saint Lucia,25.0,24.0,0.0
Saint Vincent and the Grenadines,56.0,49.0,0.0
San Marino,699.0,657.0,42.0
Sao Tome and Principe,878.0,799.0,15.0
Saudi Arabia,285793.0,248948.0,3093.0
Senegal,10887.0,7186.0,225.0
Serbia,27608.0,15564.0,626.0
Seychelles,126.0,125.0,0.0
Sierra Leone,1887.0,1435.0,68.0
Singapore,54797.0,48312.0,27.0
Slovakia,2523.0,1846.0,31.0
Slovenia,2233.0,1927.0,125.0
Somalia,3227.0,1728.0,93.0
South Africa,545476.0,394759.0,9909.0
South Sudan,2450.0,1175.0,47.0
Spain,314362.0,150376.0,28503.0
Sri Lanka,2839.0,2564.0,11.0
Sudan,11894.0,6243.0,773.0
Suriname,2203.0,1505.0,29.0
Sweden,79099.0,0.0,5763.0
Switzerland,36269.0,31600.0,1986.0
Syria,1060.0,311.0,48.0
Taiwan,477.0,441.0,7.0
Tajikistan,7706.0,6484.0,62.0
Tanzania,509.0,183.0,21.0
Thailand,3345.0,3148.0,58.0
Timor-Leste,25.0,24.0,0.0
Togo,1028.0,710.0,22.0
Trinidad and Tobago,225.0,135.0,8.0
Tunisia,1656.0,1251.0,51.0
Turkey,238450.0,221574.0,5813.0
United States of America,4945996.0,1623870.0,161766.0
Uganda,1254.0,1113.0,6.0
Ukraine,80018.0,44369.0,1879.0
United Arab Emirates,62061.0,56015.0,356.0
United Kingdom,310696.0,1447.0,41355.0
Uruguay,1325.0,1095.0,37.0
Uzbekistan,29057.0,20059.0,181.0
Venezuela,24166.0,12470.0,208.0
Vietnam,789.0,395.0,10.0
West Bank and Gaza,13722.0,7210.0,94.0
Yemen,1796.0,907.0,512.0
Zambia,7486.0,6264.0,200.0
Zimbabwe,4451.0,1345.0,102.0
Global Total,19391941.0,11759449.0,716615.0
