Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,5226.0,648.0,132.0
Albania,880.0,688.0,31.0
Algeria,6253.0,3058.0,522.0
Andorra,760.0,576.0,49.0
Angola,45.0,14.0,2.0
Antigua and Barbuda,25.0,19.0,3.0
Argentina,6879.0,2266.0,329.0
Armenia,3718.0,1500.0,48.0
Australia,6989.0,6297.0,98.0
Austria,15997.0,14304.0,624.0
Azerbaijan,2758.0,1789.0,35.0
Bahamas,94.0,41.0,11.0
Bahrain,5816.0,2205.0,10.0
Bangladesh,17822.0,3361.0,269.0
Barbados,85.0,65.0,7.0
Belarus,25825.0,7711.0,146.0
Belgium,53981.0,13937.0,8843.0
Belize,18.0,16.0,2.0
Benin,327.0,83.0,2.0
Bhutan,15.0,5.0,0.0
Bolivia,3148.0,339.0,142.0
Bosnia and Herzegovina,2181.0,1228.0,120.0
Botswana,24.0,17.0,1.0
Brazil,190137.0,78424.0,13240.0
Brunei,141.0,134.0,1.0
Bulgaria,2069.0,499.0,96.0
Burkina Faso,773.0,592.0,51.0
Burma,181.0,79.0,6.0
Burundi,15.0,7.0,1.0
Cabo Verde,289.0,61.0,2.0
Cambodia,122.0,121.0,0.0
Cameroon,2800.0,1543.0,136.0
Canada,73568.0,35177.0,5425.0
Central African Republic,143.0,10.0,0.0
Chad,372.0,78.0,42.0
Chile,34381.0,14865.0,346.0
China,84024.0,79246.0,4637.0
Colombia,12930.0,3133.0,509.0
Comoros,11.0,0.0,1.0
Congo (Brazzaville),333.0,53.0,11.0
Congo (Kinshasa),1169.0,148.0,50.0
Costa Rica,815.0,527.0,8.0
Cote d'Ivoire,1912.0,902.0,24.0
Croatia,2213.0,1834.0,94.0
Cuba,1810.0,1326.0,79.0
Cyprus,905.0,449.0,17.0
Czech Republic,8269.0,5047.0,290.0
Denmark,10865.0,8861.0,533.0
Diamond Princess,712.0,651.0,13.0
Djibouti,1268.0,900.0,3.0
Dominica,16.0,15.0,0.0
Dominican Republic,11196.0,3221.0,409.0
Ecuador,30486.0,3433.0,2334.0
Egypt,10431.0,2486.0,556.0
El Salvador,1037.0,374.0,20.0
Equatorial Guinea,522.0,13.0,6.0
Eritrea,39.0,38.0,0.0
Estonia,1751.0,777.0,61.0
Eswatini,187.0,48.0,2.0
Ethiopia,263.0,108.0,5.0
Fiji,18.0,14.0,0.0
Finland,6054.0,4300.0,284.0
France,178184.0,58786.0,27077.0
Gabon,1004.0,152.0,9.0
Gambia,23.0,10.0,1.0
Georgia,647.0,372.0,11.0
Germany,174098.0,148700.0,7861.0
Ghana,5408.0,514.0,24.0
Greece,2760.0,1374.0,155.0
Grenada,21.0,13.0,0.0
Guatemala,1342.0,121.0,29.0
Guinea,2374.0,856.0,14.0
Guinea-Bissau,836.0,26.0,3.0
Guyana,113.0,41.0,10.0
Haiti,234.0,17.0,18.0
Vatican City,12.0,2.0,0.0
Honduras,2255.0,237.0,123.0
Hungary,3341.0,1102.0,430.0
Iceland,1802.0,1780.0,10.0
India,78055.0,26400.0,2551.0
Indonesia,15438.0,3287.0,1028.0
Iran,112725.0,89428.0,6783.0
Iraq,3032.0,1966.0,115.0
Ireland,23401.0,19470.0,1497.0
Israel,16548.0,12232.0,264.0
Italy,222104.0,112541.0,31106.0
Jamaica,509.0,113.0,9.0
Japan,16049.0,8920.0,678.0
Jordan,582.0,392.0,9.0
Kazakhstan,5417.0,2408.0,32.0
Kenya,737.0,281.0,40.0
South Korea,10991.0,9762.0,260.0
Kosovo,919.0,671.0,29.0
Kuwait,11028.0,3263.0,82.0
Kyrgyzstan,1044.0,726.0,12.0
Laos,19.0,14.0,0.0
Latvia,951.0,627.0,19.0
Lebanon,878.0,236.0,26.0
Lesotho,1.0,0.0,0.0
Liberia,213.0,101.0,20.0
Libya,64.0,28.0,3.0
Liechtenstein,82.0,55.0,1.0
Lithuania,1505.0,908.0,54.0
Luxembourg,3904.0,3629.0,103.0
MS Zaandam,9.0,0.0,2.0
Madagascar,212.0,107.0,0.0
Malawi,63.0,24.0,3.0
Malaysia,6779.0,5281.0,111.0
Maldives,955.0,40.0,4.0
Mali,758.0,412.0,44.0
Malta,508.0,436.0,6.0
Mauritania,15.0,6.0,2.0
Mauritius,332.0,322.0,10.0
Mexico,40186.0,26990.0,4220.0
Moldova,5406.0,2176.0,185.0
Monaco,96.0,87.0,4.0
Mongolia,42.0,15.0,0.0
Montenegro,324.0,307.0,9.0
Morocco,6512.0,3131.0,188.0
Mozambique,104.0,34.0,0.0
Namibia,16.0,11.0,0.0
Nepal,250.0,35.0,0.0
Netherlands,43410.0,157.0,5581.0
New Zealand,1497.0,1411.0,21.0
Nicaragua,25.0,7.0,8.0
Niger,860.0,658.0,49.0
Nigeria,4971.0,1070.0,164.0
North Macedonia,1694.0,1229.0,95.0
Norway,8175.0,32.0,229.0
Oman,4019.0,1289.0,17.0
Pakistan,35788.0,9695.0,770.0
Panama,8944.0,6067.0,256.0
Papua New Guinea,8.0,8.0,0.0
Paraguay,740.0,182.0,11.0
Peru,76306.0,24324.0,2169.0
Philippines,11618.0,2251.0,772.0
Poland,17204.0,6410.0,861.0
Portugal,28132.0,3182.0,1175.0
Qatar,26539.0,3143.0,14.0
Romania,16002.0,7961.0,1036.0
Russia,242271.0,48003.0,2212.0
Rwanda,287.0,164.0,0.0
Saint Kitts and Nevis,15.0,14.0,0.0
Saint Lucia,18.0,18.0,0.0
Saint Vincent and the Grenadines,17.0,12.0,0.0
San Marino,643.0,161.0,41.0
Sao Tome and Principe,220.0,4.0,6.0
Saudi Arabia,44830.0,17622.0,273.0
Senegal,2105.0,782.0,21.0
Serbia,10295.0,3824.0,222.0
Seychelles,11.0,10.0,0.0
Sierra Leone,387.0,97.0,26.0
Singapore,25346.0,4809.0,21.0
Slovakia,1469.0,1060.0,27.0
Slovenia,1463.0,260.0,103.0
Somalia,1219.0,130.0,52.0
South Africa,12074.0,4745.0,219.0
South Sudan,203.0,2.0,0.0
Spain,228691.0,140823.0,27104.0
Sri Lanka,915.0,382.0,9.0
Sudan,1818.0,198.0,90.0
Suriname,10.0,9.0,1.0
Sweden,27909.0,0.0,3460.0
Switzerland,30413.0,27100.0,1870.0
Syria,48.0,29.0,3.0
Taiwan,440.0,375.0,7.0
Tajikistan,801.0,0.0,23.0
Tanzania,509.0,183.0,21.0
Thailand,3017.0,2844.0,56.0
Timor-Leste,24.0,21.0,0.0
Togo,219.0,96.0,11.0
Trinidad and Tobago,116.0,107.0,8.0
Tunisia,1032.0,759.0,45.0
Turkey,143114.0,101715.0,3952.0
United States of America,1396109.0,243430.0,85234.0
Uganda,139.0,55.0,0.0
Ukraine,16425.0,3716.0,439.0
United Arab Emirates,20386.0,6523.0,206.0
United Kingdom,222195.0,1032.0,33264.0
Uruguay,719.0,545.0,19.0
Uzbekistan,2612.0,2076.0,11.0
Venezuela,423.0,220.0,10.0
Vietnam,288.0,252.0,0.0
West Bank and Gaza,375.0,310.0,2.0
Western Sahara,6.0,6.0,0.0
Yemen,70.0,1.0,12.0
Zambia,446.0,124.0,7.0
Zimbabwe,37.0,12.0,4.0
Global Total,4344421.0,1544372.0,298321.0
