Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,715.0,40.0,23.0
Albania,475.0,248.0,24.0
Algeria,2070.0,691.0,326.0
Andorra,659.0,128.0,31.0
Angola,19.0,5.0,2.0
Antigua and Barbuda,23.0,3.0,2.0
Argentina,2277.0,559.0,102.0
Armenia,1067.0,265.0,16.0
Australia,6415.0,2186.0,62.0
Austria,14226.0,7633.0,384.0
Azerbaijan,1197.0,351.0,13.0
Bahamas,49.0,6.0,8.0
Bahrain,1528.0,645.0,7.0
Bangladesh,1012.0,42.0,46.0
Barbados,72.0,13.0,4.0
Belarus,3281.0,203.0,33.0
Belgium,31119.0,6868.0,4157.0
Belize,18.0,0.0,2.0
Benin,35.0,18.0,1.0
Bhutan,5.0,2.0,0.0
Bolivia,354.0,6.0,28.0
Bosnia and Herzegovina,1083.0,236.0,40.0
Botswana,13.0,0.0,1.0
Brazil,25262.0,3046.0,1532.0
Brunei,136.0,107.0,1.0
Bulgaria,713.0,81.0,35.0
Burkina Faso,528.0,177.0,30.0
Burma,63.0,2.0,4.0
Burundi,5.0,0.0,1.0
Cabo Verde,11.0,1.0,1.0
Cambodia,122.0,91.0,0.0
Cameroon,848.0,130.0,14.0
Canada,27035.0,8210.0,1361.0
Central African Republic,11.0,4.0,0.0
Chad,23.0,2.0,0.0
Chile,8356.0,2646.0,92.0
China,83306.0,78200.0,3345.0
Colombia,2979.0,354.0,127.0
Congo (Brazzaville),60.0,5.0,5.0
Congo (Kinshasa),241.0,20.0,20.0
Costa Rica,618.0,66.0,3.0
Cote d'Ivoire,638.0,114.0,6.0
Croatia,1704.0,415.0,31.0
Cuba,766.0,132.0,21.0
Cyprus,695.0,65.0,12.0
Czech Republic,6111.0,642.0,161.0
Denmark,6706.0,2689.0,299.0
Diamond Princess,712.0,639.0,12.0
Djibouti,363.0,53.0,2.0
Dominica,16.0,8.0,0.0
Dominican Republic,3286.0,162.0,183.0
Ecuador,7603.0,696.0,369.0
Egypt,2350.0,589.0,178.0
El Salvador,149.0,25.0,6.0
Equatorial Guinea,41.0,4.0,0.0
Eritrea,34.0,0.0,0.0
Estonia,1373.0,115.0,31.0
Eswatini,15.0,8.0,0.0
Ethiopia,82.0,14.0,3.0
Fiji,16.0,0.0,0.0
Finland,3161.0,300.0,64.0
France,129380.0,28805.0,15712.0
Gabon,57.0,1.0,1.0
Gambia,9.0,2.0,1.0
Georgia,300.0,69.0,3.0
Germany,131359.0,68200.0,3294.0
Ghana,636.0,17.0,8.0
Greece,2170.0,269.0,101.0
Grenada,14.0,0.0,0.0
Guatemala,167.0,19.0,5.0
Guinea,363.0,31.0,0.0
Guinea-Bissau,38.0,0.0,0.0
Guyana,47.0,8.0,6.0
Haiti,40.0,0.0,3.0
Vatican City,8.0,2.0,0.0
Honduras,407.0,7.0,26.0
Hungary,1512.0,122.0,122.0
