Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,37551.0,27166.0,1370.0
Albania,7260.0,3746.0,225.0
Algeria,38133.0,26644.0,1360.0
Andorra,989.0,863.0,53.0
Angola,1879.0,628.0,86.0
Antigua and Barbuda,93.0,83.0,3.0
Argentina,289100.0,205697.0,5637.0
Armenia,41495.0,34484.0,817.0
Australia,23287.0,13633.0,396.0
Austria,23179.0,20627.0,728.0
Azerbaijan,34107.0,31697.0,506.0
Bahamas,1252.0,160.0,17.0
Bahrain,46430.0,42806.0,170.0
Bangladesh,274525.0,157635.0,3625.0
Barbados,150.0,121.0,7.0
Belarus,69308.0,66452.0,603.0
Belgium,77869.0,17981.0,9935.0
Belize,388.0,35.0,3.0
Benin,2063.0,1690.0,39.0
Bhutan,133.0,102.0,0.0
Bolivia,99146.0,35638.0,4003.0
Bosnia and Herzegovina,15801.0,9619.0,471.0
Botswana,1214.0,120.0,3.0
Brazil,3317096.0,2622878.0,107232.0
Brunei,142.0,138.0,3.0
Bulgaria,14333.0,9161.0,495.0
Burkina Faso,1240.0,1006.0,54.0
Burma,374.0,324.0,6.0
Burundi,412.0,315.0,1.0
Cabo Verde,3163.0,2302.0,34.0
Cambodia,273.0,238.0,0.0
Cameroon,18469.0,16540.0,401.0
Canada,123825.0,109933.0,9072.0
Central African Republic,4652.0,1728.0,61.0
Chad,952.0,864.0,76.0
Chile,383902.0,356951.0,10395.0
China,89279.0,83108.0,4703.0
Colombia,456689.0,274420.0,14810.0
Comoros,403.0,379.0,7.0
Congo (Brazzaville),3745.0,1625.0,60.0
Congo (Kinshasa),9638.0,8597.0,239.0
Costa Rica,27737.0,9010.0,291.0
Cote d'Ivoire,16993.0,13759.0,108.0
Croatia,6420.0,5193.0,165.0
Cuba,3292.0,2568.0,88.0
Cyprus,1332.0,870.0,20.0
Czech Republic,19891.0,13763.0,395.0
Denmark,15867.0,13514.0,621.0
Diamond Princess,712.0,651.0,13.0
Djibouti,5367.0,5181.0,59.0
Dominica,18.0,18.0,0.0
Dominican Republic,85545.0,51356.0,1438.0
Ecuador,100688.0,79354.0,6065.0
Egypt,96336.0,58835.0,5141.0
El Salvador,22619.0,10618.0,603.0
Equatorial Guinea,4821.0,2182.0,83.0
Eritrea,285.0,248.0,0.0
