Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,45384.0,36145.0,1728.0
Albania,34944.0,17031.0,743.0
Algeria,78025.0,50712.0,2329.0
Andorra,6428.0,5542.0,76.0
Angola,14821.0,7517.0,340.0
Antigua and Barbuda,140.0,129.0,4.0
Argentina,1390388.0,1217284.0,37714.0
Armenia,129085.0,100913.0,2040.0
Australia,27865.0,25547.0,907.0
Austria,260512.0,189059.0,2667.0
Azerbaijan,102396.0,66963.0,1224.0
Bahamas,7469.0,5733.0,163.0
Bahrain,86185.0,84335.0,340.0
Bangladesh,454146.0,369179.0,6487.0
Barbados,263.0,243.0,7.0
Belarus,128449.0,107452.0,1119.0
Belgium,564967.0,31130.0,16077.0
Belize,5423.0,2986.0,129.0
Benin,2974.0,2579.0,43.0
Bhutan,386.0,367.0,0.0
Bolivia,144276.0,120209.0,8933.0
Bosnia and Herzegovina,83328.0,48210.0,2429.0
Botswana,9992.0,7692.0,31.0
Brazil,6166606.0,5534010.0,170769.0
Brunei,150.0,145.0,3.0
Bulgaria,133060.0,42620.0,3367.0
Burkina Faso,2777.0,2567.0,68.0
Burma,83566.0,63366.0,1810.0
Burundi,673.0,575.0,1.0
Cabo Verde,10526.0,9900.0,104.0
Cambodia,307.0,298.0,0.0
Cameroon,23915.0,22177.0,437.0
Canada,350971.0,281883.0,11820.0
Central African Republic,4911.0,1924.0,63.0
Chad,1655.0,1494.0,101.0
Chile,544092.0,520180.0,15138.0
China,92402.0,86888.0,4742.0
Colombia,1270991.0,1174959.0,35860.0
Comoros,607.0,579.0,7.0
Congo (Brazzaville),5632.0,4988.0,93.0
Congo (Kinshasa),12365.0,11433.0,331.0
Costa Rica,134520.0,82611.0,1674.0
Cote d'Ivoire,21168.0,20843.0,131.0
Croatia,111617.0,89425.0,1501.0
Cuba,8026.0,7470.0,133.0
Cyprus,9453.0,2055.0,47.0
Czech Republic,505215.0,417657.0,7611.0
Denmark,74722.0,58664.0,802.0
Diamond Princess,712.0,659.0,13.0
Djibouti,5670.0,5575.0,61.0
Dominica,77.0,63.0,0.0
Dominican Republic,139396.0,113263.0,2315.0
Ecuador,187230.0,164009.0,13288.0
Egypt,114107.0,102201.0,6585.0
