Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,29481.0,9260.0,618.0
Albania,2047.0,1195.0,45.0
Algeria,12076.0,8674.0,861.0
Andorra,855.0,797.0,52.0
Angola,189.0,77.0,10.0
Antigua and Barbuda,26.0,22.0,3.0
Argentina,47203.0,13576.0,1078.0
Armenia,21006.0,10144.0,372.0
Australia,7521.0,6924.0,103.0
Austria,17408.0,16261.0,693.0
Azerbaijan,13715.0,7503.0,167.0
Bahamas,104.0,83.0,11.0
Bahrain,23062.0,17450.0,67.0
Bangladesh,119198.0,47635.0,1545.0
Barbados,97.0,85.0,7.0
Belarus,59487.0,38688.0,357.0
Belgium,60810.0,16771.0,9713.0
Belize,23.0,17.0,2.0
Benin,850.0,272.0,13.0
Bhutan,70.0,34.0,0.0
Bolivia,26389.0,6300.0,846.0
Bosnia and Herzegovina,3588.0,2285.0,172.0
Botswana,89.0,25.0,1.0
Brazil,1145906.0,627963.0,52645.0
Brunei,141.0,138.0,3.0
Bulgaria,4114.0,2217.0,208.0
Burkina Faso,907.0,823.0,53.0
Burma,292.0,204.0,6.0
Burundi,144.0,93.0,1.0
Cabo Verde,982.0,426.0,8.0
Cambodia,130.0,127.0,0.0
Cameroon,12270.0,7774.0,313.0
Canada,103767.0,66135.0,8512.0
Central African Republic,3051.0,522.0,37.0
Chad,860.0,757.0,74.0
Chile,250767.0,210570.0,4505.0
China,84653.0,79555.0,4640.0
Colombia,73572.0,30517.0,2404.0
Comoros,265.0,159.0,7.0
Congo (Brazzaville),1087.0,456.0,37.0
Congo (Kinshasa),6027.0,861.0,135.0
Costa Rica,2368.0,1129.0,12.0
Cote d'Ivoire,7904.0,3182.0,58.0
Croatia,2366.0,2142.0,107.0
Cuba,2318.0,2123.0,85.0
Cyprus,990.0,824.0,19.0
Czech Republic,10650.0,7555.0,339.0
Denmark,12761.0,11593.0,603.0
Diamond Princess,712.0,651.0,13.0
Djibouti,4617.0,3989.0,49.0
Dominica,18.0,18.0,0.0
Dominican Republic,27936.0,15551.0,675.0
Ecuador,51643.0,24991.0,4274.0
Egypt,58141.0,15535.0,2365.0
El Salvador,4973.0,2814.0,113.0
Equatorial Guinea,1664.0,515.0,32.0
Eritrea,143.0,39.0,0.0
Estonia,1982.0,1771.0,69.0
Eswatini,674.0,319.0,7.0
Ethiopia,4848.0,1412.0,75.0
Fiji,18.0,18.0,0.0
Finland,7155.0,6400.0,327.0
France,198526.0,74995.0,29723.0
Gabon,4849.0,2107.0,39.0
Gambia,42.0,26.0,2.0
Georgia,911.0,768.0,14.0
Germany,192480.0,175825.0,8914.0
Ghana,14568.0,10907.0,95.0
Greece,3302.0,1374.0,190.0
Grenada,23.0,23.0,0.0
Guatemala,14540.0,2897.0,582.0
Guinea,5040.0,3685.0,28.0
Guinea-Bissau,1556.0,191.0,19.0
Guyana,206.0,107.0,12.0
Haiti,5324.0,436.0,89.0
Vatican City,12.0,12.0,0.0
Honduras,13943.0,1461.0,405.0
Hungary,4107.0,2600.0,573.0
Iceland,1824.0,1806.0,10.0
India,456183.0,258685.0,14476.0
Indonesia,47896.0,19241.0,2535.0
Iran,209970.0,169160.0,9863.0
Iraq,34502.0,15753.0,1251.0
Ireland,25391.0,22698.0,1720.0
Israel,21512.0,15869.0,308.0
Italy,238833.0,184585.0,34675.0
Jamaica,670.0,518.0,10.0
Japan,17879.0,16096.0,965.0
Jordan,1047.0,772.0,9.0
