Region,Confirmed,Recovered/Migrated,Deceased
Australia,15.0,11.0,0.0
Belgium,1.0,1.0,0.0
Cambodia,1.0,1.0,0.0
Canada,9.0,3.0,0.0
China,77001.0,22699.0,2443.0
Diamond Princess,634.0,1.0,2.0
Egypt,1.0,0.0,0.0
Finland,1.0,1.0,0.0
France,12.0,4.0,1.0
Germany,16.0,14.0,0.0
India,3.0,3.0,0.0
Iran,28.0,0.0,5.0
Israel,1.0,0.0,0.0
Italy,62.0,1.0,2.0
Japan,137.0,22.0,2.0
South Korea,433.0,16.0,2.0
Lebanon,1.0,0.0,0.0
Malaysia,22.0,15.0,0.0
Nepal,1.0,1.0,0.0
Philippines,3.0,1.0,1.0
Russia,2.0,2.0,0.0
Singapore,85.0,37.0,0.0
Spain,2.0,2.0,0.0
Sri Lanka,1.0,1.0,0.0
Sweden,1.0,0.0,0.0
Taiwan,26.0,2.0,1.0
Thailand,35.0,17.0,0.0
United States of America,16.0,5.0,0.0
United Arab Emirates,13.0,4.0,0.0
United Kingdom,23.0,8.0,0.0
Vietnam,16.0,14.0,0.0
Global Total,78602.0,22886.0,2459.0
